id_usuario,nombre,correo,telefono,ciudad,departamento,industria,proyecto_activo,seguidores,inversion_total,fecha_registro,nivel_riesgo,edad,genero,experiencia_anios,mentor,tiene_equipo,patente_registrada,premios_ganados,fuente_financiamiento,inversion_angel,inversion_vc,inversion_gobierno,ingresos_mensuales,gastos_mensuales,margen_bruto,clientes_activos,churn_rate,nps_score,tiempo_desarrollo_meses,tecnologia_principal,lenguaje_programacion,base_datos,cloud_provider,usuarios_diarios,sesiones_dia,tiempo_promedio_sesion_min,tasa_conversion,costo_adquisicion,valor_vida_cliente,retorno_inversion,burn_rate,runway_meses,valoracion_actual,ronda_actual,objetivo_ronda,equity_ofrecido,pitch_deck_url,video_pitch_url,estado_validacion
243,Inés Carolina Bolívar Parra,jaimesluis@example.com,(+57)6059234453,Barranquilla,Cundinamarca,Healthtech,False,6815,118928.6,2023-06-22,Medio,47,M,12,True,False,False,5,VC,92219.01,631871.14,181867.54,336977.11,2459.7,73.63,267,1.45,-61,26,IoT,Rust,MongoDB,Azure,1406,9394,29.79,4.01,487.01,2007.34,304.44,83712.24,30,6530636.17,Serie B,4887910.39,9.34,https://conecta-crece.com/pitch/243,https://youtube.com/watch?v=pitch243,Producto
244,Ana Carolina Niño Ortiz,ricardo78@example.net,608 524 78 23,Barranquilla,Antioquia,Fintech,True,8311,519690.69,2025-02-11,Alto,29,Otro,19,False,False,True,2,Angel,27976.33,17948.16,2307.62,385246.08,61897.01,53.27,4453,27.7,-80,27,Web,JavaScript,Firebase,Azure,1538,3947,19.92,3.72,104.98,8420.52,349.47,81674.25,27,38542540.11,Pre-semilla,1411075.88,28.37,https://conecta-crece.com/pitch/244,https://youtube.com/watch?v=pitch244,Idea
245,Yesenia Carmen Sierra Silva,ibarralucia@example.net,(+57) 310 300 07 72,Cartagena,Cundinamarca,Fintech,False,9813,640194.64,2023-06-08,Alto,29,M,5,False,False,True,0,Bootstrapped,148273.52,252978.12,167663.18,196009.3,196821.95,11.54,602,15.11,60,7,Móvil,Go,Firebase,Azure,3703,13267,5.67,4.83,452.78,6630.7,297.17,86206.85,10,48798202.12,Serie A,2445359.41,20.35,https://conecta-crece.com/pitch/245,https://youtube.com/watch?v=pitch245,Idea
246,Liliana Patricia Torres Mena,jruiz@example.net,(+57)3040315957,Bucaramanga,Valle del Cauca,Fintech,True,9980,162596.33,2024-09-29,Medio,23,Otro,1,True,True,False,0,Angel,8849.29,96995.51,16688.55,346109.26,51330.83,29.16,1632,28.64,-11,21,Blockchain,Go,Firebase,DigitalOcean,1591,4117,6.02,10.46,444.78,2882.72,166.05,60446.58,22,8366090.46,Semilla,4771122.27,17.2,https://conecta-crece.com/pitch/246,https://youtube.com/watch?v=pitch246,Escalando
247,Alberto Manuel Vergara Vergara,ortizalejandro@example.net,+573290218048,Bucaramanga,Valle del Cauca,IA,False,1812,426618.64,2023-03-22,Medio,46,F,7,False,False,True,3,Angel,266834.91,670668.21,50612.73,205494.32,241869.73,71.41,4345,11.22,-93,10,Móvil,Java,Firebase,Google Cloud,2940,4039,3.11,10.03,192.26,7817.19,17.27,35265.97,3,35868450.83,Semilla,2353614.3,24.88,https://conecta-crece.com/pitch/247,https://youtube.com/watch?v=pitch247,MVP
248,Iván Díaz Ramírez,docampo@example.org,(+57) 316 850 71 10,Barranquilla,Valle del Cauca,E-commerce,True,8688,563832.38,2023-11-13,Alto,35,M,18,False,True,False,5,Gobierno,95334.99,224084.99,39424.65,401559.87,199861.47,79.32,3450,4.46,15,13,IoT,Java,Firebase,Google Cloud,4731,368,9.27,9.83,429.49,9880.75,451.4,32014.75,28,1946708.95,Pre-semilla,1720079.85,5.41,https://conecta-crece.com/pitch/248,https://youtube.com/watch?v=pitch248,Escalando
249,Ingrid Cortés Angulo,aurora74@example.net,3174043054,Barranquilla,Valle del Cauca,Healthtech,False,5715,99644.22,2025-06-09,Bajo,47,M,18,False,False,True,3,VC,208937.08,318207.22,169734.46,483609.11,49268.05,36.17,841,1.85,-88,3,Móvil,Python,MongoDB,DigitalOcean,1864,2808,3.55,11.0,408.02,8179.86,245.66,5469.43,6,13058415.78,Pre-semilla,598477.81,28.68,https://conecta-crece.com/pitch/249,https://youtube.com/watch?v=pitch249,Idea
250,Maritza Marcela Mejía Barreto,mery89@example.com,(+57)3106128583,Bucaramanga,Atlántico,Healthtech,True,2307,267408.5,2023-09-05,Medio,51,M,5,False,True,False,5,Gobierno,200470.58,365234.59,48104.69,239485.48,196449.45,29.64,3954,7.55,-33,21,Web,Java,PostgreSQL,Google Cloud,649,1251,29.18,1.37,16.43,2239.74,400.18,22852.16,9,17088461.96,Serie A,3814415.39,12.8,https://conecta-crece.com/pitch/250,https://youtube.com/watch?v=pitch250,Escalando
251,Karol Reyes Polo,veronicamora@example.com,573180594086,Cartagena,Cundinamarca,Edtech,True,6007,657012.89,2024-05-08,Alto,46,F,20,True,False,True,0,VC,126928.19,480386.2,190298.92,289043.9,41544.09,42.27,877,22.61,-39,4,Blockchain,JavaScript,MongoDB,AWS,3911,10864,16.4,5.6,67.98,5548.01,144.93,25146.27,28,25159300.56,Serie A,313127.51,11.81,https://conecta-crece.com/pitch/251,https://youtube.com/watch?v=pitch251,Idea
252,Jackeline Yulieth Jiménez Morales,camilo61@example.com,(+57) 607 338 47 09,Barranquilla,Atlántico,Edtech,False,3153,53888.73,2024-09-17,Bajo,47,M,20,False,False,False,0,Bootstrapped,193903.46,671280.2,43915.95,27515.75,15046.63,28.63,539,16.43,-30,17,IoT,Go,Firebase,DigitalOcean,839,3622,22.28,13.25,141.45,2136.48,382.15,38025.15,21,35322082.04,Serie A,3682717.24,7.36,https://conecta-crece.com/pitch/252,https://youtube.com/watch?v=pitch252,Escalando
253,Omar Morales Giraldo,luz58@example.org,(+57)3019817955,Bucaramanga,Antioquia,Edtech,False,1187,740395.3,2025-01-26,Alto,32,M,11,False,True,True,5,Gobierno,128376.76,14578.79,194874.17,440747.51,68953.46,63.22,79,18.23,21,3,Blockchain,JavaScript,Firebase,AWS,380,13437,1.5,10.36,152.42,2360.05,226.73,76724.29,9,5089623.94,Serie A,2290450.94,23.37,https://conecta-crece.com/pitch/253,https://youtube.com/watch?v=pitch253,Producto
254,Rocío Patricia Gómez,fabianquintero@example.com,+57 601 638 15 05,Cali,Valle del Cauca,Agrotech,True,5827,665091.48,2024-08-09,Alto,41,Otro,11,False,True,False,5,Crowdfunding,218464.66,14509.09,195727.49,428276.5,264019.27,19.91,4078,1.9,47,30,IA,JavaScript,MySQL,Google Cloud,3104,10485,4.13,4.47,317.18,5494.67,451.81,98796.51,36,8830117.19,Serie A,4445574.77,14.78,https://conecta-crece.com/pitch/254,https://youtube.com/watch?v=pitch254,Escalando
255,Amanda Cecilia Jiménez Romero,yina57@example.org,573137964502,Cali,Valle del Cauca,Edtech,True,9544,945540.17,2025-09-05,Alto,55,Otro,11,True,False,False,4,VC,86522.56,678628.92,99785.4,343077.82,186953.94,20.52,2373,19.09,70,13,IA,Go,MongoDB,AWS,2424,275,14.16,3.65,414.48,1322.01,218.6,5483.57,25,33046640.41,Pre-semilla,297015.13,8.44,https://conecta-crece.com/pitch/255,https://youtube.com/watch?v=pitch255,Producto
256,Miguel Arturo Arango,dario56@example.net,309 783 76 61,Cartagena,Antioquia,Fintech,False,2387,786336.98,2025-04-12,Alto,34,F,19,True,False,True,0,Gobierno,279880.43,174109.95,135700.06,193734.18,160126.15,73.29,2140,27.69,52,22,Móvil,Rust,Firebase,Azure,4746,2300,20.82,3.39,76.49,5587.41,115.58,13131.8,32,27336950.72,Serie B,3922908.38,25.85,https://conecta-crece.com/pitch/256,https://youtube.com/watch?v=pitch256,Idea
257,Esteban Óscar Patiño,shurtado@example.org,+57 327 618 45 67,Barranquilla,Valle del Cauca,E-commerce,False,7723,142916.83,2024-03-19,Medio,44,F,15,False,False,False,0,Crowdfunding,7926.64,536738.79,17685.8,71152.21,362814.03,65.06,4754,15.85,-68,21,Web,Go,PostgreSQL,DigitalOcean,58,7602,24.42,13.19,235.51,638.03,-19.92,83839.96,9,16740824.38,Pre-semilla,4118603.66,19.14,https://conecta-crece.com/pitch/257,https://youtube.com/watch?v=pitch257,Producto
258,Olga Benítez,parrajuan@example.org,+57 313 668 53 15,Bogotá,Cundinamarca,SaaS,True,8508,864992.55,2023-09-21,Alto,31,Otro,24,False,True,True,5,Angel,90267.66,217623.58,197831.73,4218.95,194394.09,58.14,939,2.95,-61,10,IoT,Python,PostgreSQL,Google Cloud,858,7781,1.72,7.83,201.45,9267.84,114.96,50953.36,14,41031520.77,Serie A,4117347.97,22.03,https://conecta-crece.com/pitch/258,https://youtube.com/watch?v=pitch258,Idea
259,Camilo Guevara Gamboa,rguerra@example.org,+57 609 847 42 17,Bucaramanga,Cundinamarca,Edtech,True,3993,435191.93,2025-02-03,Medio,32,Otro,24,True,False,False,2,VC,200260.66,671363.99,98592.83,334182.13,156962.74,58.84,879,14.45,8,12,Web,Java,Firebase,AWS,4632,6400,1.32,4.89,326.1,8942.89,290.93,9050.02,25,48143546.61,Serie B,4417999.73,16.46,https://conecta-crece.com/pitch/259,https://youtube.com/watch?v=pitch259,Idea
260,Eliecer Cruz,erikacortes@example.com,608 204 91 47,Cali,Antioquia,Healthtech,False,8455,981844.92,2023-10-14,Alto,26,M,21,True,False,False,3,Angel,83502.04,533825.31,60585.98,197570.44,366531.08,55.16,3084,28.91,55,14,IoT,Rust,MongoDB,Google Cloud,2664,9667,28.7,5.55,312.56,4097.36,-25.29,85942.96,13,11662045.08,Pre-semilla,2522197.83,21.98,https://conecta-crece.com/pitch/260,https://youtube.com/watch?v=pitch260,Producto
261,Francisco José Ramírez,ggutierrez@example.com,3243933229,Bucaramanga,Antioquia,Fintech,True,6342,761109.73,2023-03-12,Alto,48,M,2,False,True,True,5,Bootstrapped,132458.54,262025.48,126258.81,15700.27,70287.64,17.54,3682,11.95,63,15,Móvil,Java,Firebase,DigitalOcean,2353,3714,6.83,2.85,408.78,8105.85,55.76,60300.25,9,10256626.55,Semilla,4471790.51,13.99,https://conecta-crece.com/pitch/261,https://youtube.com/watch?v=pitch261,Escalando
262,Ángel Aurelio Angulo González,tcamargo@example.org,(+57) 602 533 57 60,Bogotá,Valle del Cauca,Edtech,False,3165,570453.55,2023-04-19,Alto,35,Otro,16,False,False,True,0,Gobierno,128253.52,263282.76,14173.52,39993.76,313129.03,30.88,966,15.46,-87,24,Web,JavaScript,MongoDB,Azure,3208,11542,11.38,13.15,87.35,2951.88,243.93,27932.85,36,46597271.59,Serie A,2026137.31,6.42,https://conecta-crece.com/pitch/262,https://youtube.com/watch?v=pitch262,Idea
263,Blanca Yadira Vallejo Niño,jorge29@example.net,(+57) 326 400 76 32,Cali,Cundinamarca,Fintech,False,6954,584858.65,2025-03-14,Alto,38,M,11,True,True,True,4,VC,277252.28,464335.29,175654.04,118572.98,29906.43,76.36,4997,21.39,95,5,IA,Python,Firebase,AWS,4527,7864,28.45,4.42,30.45,452.44,229.18,66782.01,30,23931870.23,Semilla,156144.15,6.38,https://conecta-crece.com/pitch/263,https://youtube.com/watch?v=pitch263,MVP
264,María Silvia González,torresjuan@example.com,(+57) 324 158 72 30,Barranquilla,Cundinamarca,E-commerce,False,904,536514.93,2024-08-29,Alto,46,F,23,True,False,False,4,Angel,34674.96,82594.79,123130.64,451872.09,141234.21,34.02,474,7.91,-77,3,Móvil,Go,MySQL,AWS,2057,13333,2.65,1.32,224.89,2897.7,122.77,62229.52,18,49904631.57,Semilla,3050313.03,16.97,https://conecta-crece.com/pitch/264,https://youtube.com/watch?v=pitch264,Idea
265,Beatriz Olga Rodríguez,galarcon@example.com,3059430841,Bogotá,Valle del Cauca,E-commerce,True,8158,658307.33,2024-05-13,Alto,44,M,15,False,False,False,5,Angel,158053.26,187274.67,139554.34,252219.26,22355.82,73.03,3983,9.11,-48,11,IoT,JavaScript,MongoDB,Google Cloud,1015,6121,22.02,11.93,27.58,2427.54,192.15,77598.24,10,1162353.55,Pre-semilla,1387977.93,19.71,https://conecta-crece.com/pitch/265,https://youtube.com/watch?v=pitch265,Producto
266,Wilber José Hurtado Gómez,tgallego@example.net,+57 608 567 33 72,Bogotá,Cundinamarca,Healthtech,False,8165,828042.96,2023-03-24,Alto,23,F,13,False,True,True,1,Gobierno,55328.04,301759.48,10451.93,153268.89,216986.43,34.35,212,27.39,93,24,IA,Rust,PostgreSQL,AWS,2803,11911,25.05,6.79,219.5,7319.34,354.48,10426.27,9,27709378.7,Serie A,4299644.76,28.45,https://conecta-crece.com/pitch/266,https://youtube.com/watch?v=pitch266,Escalando
267,Valentina Marín Medina,rodriguezangel@example.net,+573073892553,Bucaramanga,Valle del Cauca,Edtech,False,7706,426715.85,2025-09-14,Medio,37,M,1,False,False,True,1,Crowdfunding,88747.48,399757.84,7721.24,137860.67,108083.94,27.54,4980,1.36,-22,23,IA,JavaScript,Firebase,DigitalOcean,151,7227,1.26,1.04,185.77,6413.66,256.13,43818.03,8,13894638.99,Serie A,4768801.77,16.01,https://conecta-crece.com/pitch/267,https://youtube.com/watch?v=pitch267,Producto
268,César González,luz37@example.net,57 609 633 65 16,Cali,Valle del Cauca,IA,False,2134,767146.95,2025-04-03,Alto,36,Otro,6,True,True,True,0,Bootstrapped,55276.65,354703.43,88061.78,159349.88,221720.36,25.96,2122,29.28,-96,25,IoT,Python,PostgreSQL,Azure,904,1289,15.7,2.14,47.95,2120.01,263.7,83768.1,29,3662519.39,Serie B,4385473.03,8.58,https://conecta-crece.com/pitch/268,https://youtube.com/watch?v=pitch268,Producto
269,Felipe Hernández,azucena22@example.net,608 815 93 76,Cali,Valle del Cauca,Agrotech,False,7761,608931.91,2024-04-22,Alto,40,Otro,1,True,False,True,2,Angel,273561.8,17874.7,121807.63,404209.07,204709.82,64.66,4163,23.72,82,25,Móvil,Go,MySQL,Google Cloud,3131,12514,29.94,1.64,47.88,9361.63,73.52,52832.11,29,26994472.46,Pre-semilla,4245595.65,18.19,https://conecta-crece.com/pitch/269,https://youtube.com/watch?v=pitch269,Idea
270,Andrea Delgado Hernández,manuel36@example.com,3189627568,Bucaramanga,Atlántico,Healthtech,False,3245,609066.5,2023-03-29,Alto,40,M,11,True,False,True,3,VC,224456.48,80791.84,48209.3,366666.37,352186.53,35.33,2883,17.25,-81,26,Blockchain,Rust,PostgreSQL,DigitalOcean,3441,3784,17.51,12.49,71.39,5422.4,377.05,43723.66,11,30316728.65,Serie A,1740780.42,7.95,https://conecta-crece.com/pitch/270,https://youtube.com/watch?v=pitch270,Escalando
271,Martha Fuentes Núñez,usandoval@example.com,3149301269,Medellín,Atlántico,SaaS,True,2997,423917.48,2025-07-05,Medio,51,M,6,True,False,False,4,Gobierno,222856.2,88478.57,6815.13,216278.51,276266.59,79.3,1084,15.93,35,27,Blockchain,Java,PostgreSQL,DigitalOcean,4572,3975,21.65,2.23,449.74,8993.7,275.31,63579.81,5,3780251.89,Serie A,4752099.33,27.77,https://conecta-crece.com/pitch/271,https://youtube.com/watch?v=pitch271,Escalando
272,Manuel Ospina,jhoana32@example.org,+57 603 788 43 52,Barranquilla,Valle del Cauca,IA,False,2255,741993.99,2023-06-13,Alto,33,Otro,25,True,True,True,4,Crowdfunding,110962.17,454583.33,75874.92,219854.93,203859.94,51.17,793,7.74,26,24,Web,Rust,Firebase,Azure,2654,6312,10.24,3.09,80.17,8158.47,354.04,98974.51,16,21583828.85,Serie A,2896932.22,20.39,https://conecta-crece.com/pitch/272,https://youtube.com/watch?v=pitch272,Idea
273,Cristian Edgar García,morenoesteban@example.org,(+57)3219838020,Medellín,Cundinamarca,Healthtech,False,8023,350608.89,2024-03-04,Medio,50,M,6,False,False,True,1,VC,42300.94,144790.18,167758.0,377677.5,11718.17,73.18,4422,16.6,-51,3,Blockchain,Python,MongoDB,Google Cloud,2318,9377,13.37,6.95,71.83,4593.11,454.9,73043.84,10,22275812.65,Serie B,2491614.97,7.17,https://conecta-crece.com/pitch/273,https://youtube.com/watch?v=pitch273,MVP
274,Maribel Myriam Prieto,frodriguez@example.com,312 497 18 90,Bucaramanga,Cundinamarca,Healthtech,True,3694,993111.86,2025-06-10,Alto,26,F,6,False,False,False,5,Crowdfunding,201624.44,51861.95,137587.51,446243.98,16112.05,17.03,4270,10.21,42,5,Web,JavaScript,PostgreSQL,DigitalOcean,1813,11052,6.67,7.32,247.41,1952.34,223.2,17520.23,8,47546554.64,Semilla,65828.67,6.68,https://conecta-crece.com/pitch/274,https://youtube.com/watch?v=pitch274,MVP
275,José Zapata Sánchez,hugo41@example.net,+57 303 887 69 64,Bogotá,Atlántico,SaaS,False,6280,711440.56,2025-06-21,Alto,37,Otro,12,False,True,False,1,VC,200392.74,343155.38,126005.5,299323.21,217730.6,30.68,1793,4.26,93,21,Blockchain,Go,MongoDB,Google Cloud,3490,1917,6.11,14.37,333.7,3541.03,168.95,17165.5,33,42022029.33,Serie B,3025241.02,22.18,https://conecta-crece.com/pitch/275,https://youtube.com/watch?v=pitch275,Idea
276,Mary Molina,mariagutierrez@example.org,+57 603 986 25 06,Cartagena,Antioquia,IA,False,1046,294475.58,2024-07-14,Medio,42,F,22,False,False,False,3,Gobierno,119603.85,638658.11,53663.45,364365.24,136464.75,67.3,2527,13.98,-44,13,IoT,JavaScript,MySQL,Azure,1068,9931,16.65,14.28,20.35,3853.96,379.24,36662.37,25,38365418.32,Pre-semilla,3291911.34,17.97,https://conecta-crece.com/pitch/276,https://youtube.com/watch?v=pitch276,Producto
277,Elvira Alejandra Arias Chávez,reinaldocardenas@example.net,573184127340,Medellín,Atlántico,IA,True,4804,537795.3,2024-08-22,Alto,32,F,11,False,True,True,0,Bootstrapped,253644.59,528585.27,105311.08,251248.16,316704.31,12.96,2319,9.74,-42,18,Web,Java,MySQL,DigitalOcean,3292,2169,24.73,13.21,432.37,857.62,227.48,71831.48,29,1105693.49,Semilla,523005.54,19.7,https://conecta-crece.com/pitch/277,https://youtube.com/watch?v=pitch277,Escalando
278,Yuliana Obando Alzate,elkin99@example.com,57 605 363 70 64,Cartagena,Valle del Cauca,IA,False,7015,198312.66,2024-12-12,Medio,54,Otro,1,False,False,False,1,Bootstrapped,79280.99,459235.5,94280.07,146328.09,37950.51,77.68,4595,9.08,-28,35,Móvil,Go,MySQL,DigitalOcean,3234,6126,23.12,10.86,231.61,5821.01,-36.31,78264.55,31,18554099.16,Pre-semilla,3231951.9,13.31,https://conecta-crece.com/pitch/278,https://youtube.com/watch?v=pitch278,Idea
279,Cecilia Rentería,humberto77@example.org,3197173885,Medellín,Antioquia,IA,False,9772,99912.09,2023-05-30,Bajo,37,M,5,False,False,True,0,Gobierno,75607.15,218018.47,67573.7,76155.38,129120.04,49.57,3330,26.27,-32,16,IoT,Go,Firebase,Azure,1941,5292,14.38,7.5,281.86,7422.88,353.19,92516.89,30,34992852.64,Serie B,680048.29,5.34,https://conecta-crece.com/pitch/279,https://youtube.com/watch?v=pitch279,Idea
280,Julián Miguel Acosta Acevedo,uzuluaga@example.org,305 990 85 67,Barranquilla,Cundinamarca,Fintech,False,8163,170365.99,2025-08-17,Medio,32,Otro,17,False,True,False,3,Bootstrapped,89025.31,304835.58,58844.73,461063.14,270931.92,46.57,3044,17.35,-58,12,IA,Rust,PostgreSQL,Azure,4264,9924,8.29,7.21,468.74,9278.09,346.07,85977.64,11,8295486.73,Serie B,98614.87,15.41,https://conecta-crece.com/pitch/280,https://youtube.com/watch?v=pitch280,MVP
281,Diego Sánchez Guerrero,renteriaangelica@example.net,+57 606 876 88 41,Bogotá,Valle del Cauca,SaaS,True,3314,473140.97,2024-04-03,Medio,28,Otro,15,False,True,True,4,Gobierno,178336.34,46740.4,127268.71,441788.25,138507.01,10.99,1578,8.96,9,22,IA,Rust,Firebase,Azure,4606,8884,19.61,3.44,300.39,1119.47,69.04,21940.9,9,6422533.98,Serie B,1684292.94,24.3,https://conecta-crece.com/pitch/281,https://youtube.com/watch?v=pitch281,Producto
282,Mateo Andrés Torres Beltrán,oherrera@example.com,3237071203,Bucaramanga,Atlántico,Edtech,True,93,966825.59,2024-10-12,Alto,36,M,3,True,True,True,3,Bootstrapped,97001.36,627167.34,10437.84,256340.93,176323.86,56.54,2679,9.77,94,10,Móvil,Rust,Firebase,DigitalOcean,3168,11591,14.76,5.02,265.77,5353.79,435.81,85008.17,13,47279947.65,Serie A,3571171.01,26.0,https://conecta-crece.com/pitch/282,https://youtube.com/watch?v=pitch282,Escalando
283,Diego Romero Sánchez,glopez@example.org,310 099 92 72,Cali,Cundinamarca,E-commerce,False,5754,492643.04,2023-11-09,Medio,33,M,12,False,False,False,1,Crowdfunding,167938.21,698530.08,187881.43,191846.25,72259.04,62.33,87,6.68,-8,36,Móvil,Python,MongoDB,Azure,780,14946,11.7,4.18,461.57,6107.07,-31.56,31120.38,33,19974870.71,Serie A,1407160.46,6.43,https://conecta-crece.com/pitch/283,https://youtube.com/watch?v=pitch283,Idea
284,Ronald Díaz Ávila,velasquezjose@example.org,6049411330,Barranquilla,Atlántico,Agrotech,True,7806,863869.4,2024-09-06,Alto,28,M,12,True,True,True,1,Bootstrapped,125871.77,592062.19,11209.6,319101.6,25680.33,16.82,4457,9.05,-51,4,IA,Java,PostgreSQL,Azure,4239,252,28.28,6.35,420.48,6729.45,-14.27,83379.52,35,7460945.92,Serie A,465645.07,16.08,https://conecta-crece.com/pitch/284,https://youtube.com/watch?v=pitch284,Producto
285,Juan Juan Rodríguez Alfonso,norma71@example.com,3251169383,Bucaramanga,Atlántico,Edtech,True,5148,610486.38,2024-08-23,Alto,39,Otro,12,True,False,False,4,Bootstrapped,169856.79,324103.76,23252.34,46190.3,292036.51,23.0,4842,19.17,-95,13,Web,JavaScript,MongoDB,DigitalOcean,675,14392,22.0,4.08,420.28,6458.94,445.81,23153.18,11,15593304.4,Serie B,3544274.12,9.45,https://conecta-crece.com/pitch/285,https://youtube.com/watch?v=pitch285,MVP
286,Andrea Jiménez Páez,edith01@example.com,(+57) 607 924 59 42,Barranquilla,Antioquia,IA,True,4519,567214.76,2024-06-09,Alto,34,M,10,False,False,False,0,Gobierno,106545.93,254529.24,154474.11,261998.32,331936.43,58.09,1396,2.07,49,27,Móvil,Rust,PostgreSQL,DigitalOcean,2851,10604,24.52,12.05,111.65,7026.57,227.07,83836.48,20,4628799.27,Semilla,1328158.56,16.69,https://conecta-crece.com/pitch/286,https://youtube.com/watch?v=pitch286,Idea
287,Nubia Olaya,maria76@example.com,(+57)3212307346,Cartagena,Antioquia,Agrotech,True,7705,922309.78,2024-07-13,Alto,42,F,19,False,True,False,5,Bootstrapped,188841.62,608530.37,1579.66,211282.47,134417.22,55.35,820,6.43,-9,22,Móvil,Go,PostgreSQL,AWS,3606,13278,18.88,9.11,350.3,7336.45,210.46,28140.93,26,30087001.87,Serie B,3408851.42,12.5,https://conecta-crece.com/pitch/287,https://youtube.com/watch?v=pitch287,MVP
288,Gustavo Fernández Contreras,rodrigo24@example.com,306 230 05 93,Cartagena,Cundinamarca,Agrotech,False,4463,764357.13,2023-09-05,Alto,47,Otro,1,True,True,False,4,Crowdfunding,59538.64,680699.43,150370.02,65815.52,133792.33,77.19,740,9.97,96,12,IA,Go,Firebase,Google Cloud,3783,33,20.1,3.41,94.31,3144.51,51.53,86487.41,30,4599328.04,Semilla,812982.79,18.88,https://conecta-crece.com/pitch/288,https://youtube.com/watch?v=pitch288,Producto
289,Liliana Castro Velasco,dariogarcia@example.com,576037394643,Medellín,Valle del Cauca,Fintech,False,9058,9920.06,2023-12-08,Bajo,47,Otro,7,False,False,False,5,Angel,228916.85,67077.4,25700.48,381759.1,54103.69,64.13,2319,24.77,86,30,IoT,Go,MySQL,Azure,4010,10995,22.47,9.0,118.63,6124.37,372.31,40067.59,24,25122650.98,Pre-semilla,3072304.29,23.79,https://conecta-crece.com/pitch/289,https://youtube.com/watch?v=pitch289,Idea
290,Jhon Gustavo Castillo,pereacarlos@example.com,+573078060749,Medellín,Atlántico,Edtech,True,3510,647349.38,2024-12-26,Alto,41,F,3,False,False,True,3,Angel,85489.24,270770.86,164255.0,18378.5,383438.29,39.52,1339,12.55,32,9,Blockchain,Python,MongoDB,AWS,3323,13185,24.4,2.83,73.08,5119.01,327.46,6100.92,28,21180607.67,Pre-semilla,1549624.84,11.47,https://conecta-crece.com/pitch/290,https://youtube.com/watch?v=pitch290,Idea
291,Smith Bolaños Montes,fcruz@example.net,3129220843,Barranquilla,Valle del Cauca,IA,False,5539,605617.87,2024-09-23,Alto,45,M,6,False,False,True,1,Bootstrapped,101134.71,653923.95,118030.6,99608.91,325283.78,60.93,3727,13.61,18,21,Web,Python,Firebase,DigitalOcean,3017,840,26.79,10.45,133.64,3440.87,112.88,82821.09,20,9018536.2,Serie A,2114448.16,16.17,https://conecta-crece.com/pitch/291,https://youtube.com/watch?v=pitch291,Producto
292,Antonio José Correa,yreyes@example.org,+573156253002,Cartagena,Cundinamarca,Healthtech,True,8754,637802.79,2023-02-12,Alto,47,M,6,True,True,True,5,Angel,189876.01,301770.38,54939.25,485954.53,275845.59,27.09,4288,17.5,-90,7,IA,Java,MySQL,Google Cloud,838,6277,15.87,11.02,175.51,6403.74,116.09,43070.26,14,47522908.14,Serie A,3621890.09,23.57,https://conecta-crece.com/pitch/292,https://youtube.com/watch?v=pitch292,Idea
293,Luis Mauricio Mena Espinosa,herreraluis@example.net,328 648 38 97,Barranquilla,Cundinamarca,IA,True,9403,837669.05,2025-09-08,Alto,38,F,20,True,True,False,4,Gobierno,64562.78,654834.79,54957.35,344742.78,74936.82,45.11,374,18.53,-54,21,IA,Python,Firebase,Google Cloud,163,12833,13.02,2.38,140.86,6030.89,486.74,35225.14,17,11318756.09,Serie A,1144235.68,20.28,https://conecta-crece.com/pitch/293,https://youtube.com/watch?v=pitch293,Escalando
294,Jesús Jesús Moreno,gladyszambrano@example.com,+57 316 760 55 78,Bucaramanga,Valle del Cauca,E-commerce,False,7842,589974.59,2025-01-24,Alto,22,F,11,False,False,False,1,Gobierno,256306.8,349282.25,106448.07,85836.69,156512.45,38.21,4680,29.06,61,34,IoT,Java,MySQL,Google Cloud,4348,6068,9.82,11.39,231.23,4727.06,35.75,60569.0,25,28288132.6,Serie B,4979337.91,5.59,https://conecta-crece.com/pitch/294,https://youtube.com/watch?v=pitch294,Producto
295,Dayana Vásquez Morales,nelson18@example.net,573131415902,Barranquilla,Antioquia,Agrotech,True,6250,558657.29,2024-03-22,Alto,29,M,13,True,True,True,4,VC,53586.73,111382.26,155504.94,367495.89,160925.71,38.6,1783,13.13,53,20,IA,Java,MySQL,Azure,4124,8795,16.44,3.76,207.94,7592.6,107.46,92832.28,13,46203136.81,Semilla,2030269.08,5.08,https://conecta-crece.com/pitch/295,https://youtube.com/watch?v=pitch295,Producto
296,Helena Flórez Sánchez,antonio27@example.com,+57 323 909 91 54,Bucaramanga,Antioquia,SaaS,True,6330,764120.23,2023-10-06,Alto,48,F,14,True,True,True,1,Crowdfunding,185976.09,699236.92,119913.63,366341.85,378239.22,32.75,2047,5.83,60,33,Web,Java,MySQL,DigitalOcean,4532,8397,26.04,12.83,89.08,3753.74,431.06,21645.04,15,16203937.67,Serie A,370823.48,5.77,https://conecta-crece.com/pitch/296,https://youtube.com/watch?v=pitch296,Escalando
297,José Toro Cortés,ipena@example.com,+573175502185,Bucaramanga,Atlántico,Edtech,True,7609,461896.96,2024-02-26,Medio,54,Otro,4,False,True,True,3,Bootstrapped,2064.99,22625.8,135374.48,433664.29,398217.39,70.35,576,23.71,-34,10,IoT,Rust,MySQL,DigitalOcean,3948,13581,22.05,4.75,205.21,8240.93,372.82,39520.46,35,31500483.01,Serie B,2171513.26,8.1,https://conecta-crece.com/pitch/297,https://youtube.com/watch?v=pitch297,MVP
